timestamp,client_id,client_name,is_priority,heart_rate,steps,workout_duration,activity_state,is_emergency,latency_ms,port
2026-01-02T05:49:28.572489,1,Client1,True,89,0,0.0,INJURY_RECOVERY,False,3.209,5001
2026-01-02T05:49:28.572489,1,Client1,True,89,0,0.0,INJURY_RECOVERY,False,2.253,5002
2026-01-02T05:49:28.572489,1,Client1,True,89,0,0.0,INJURY_RECOVERY,False,2.827,5003
2026-01-02T05:49:28.572489,2,Client2,False,55,0,0.0,RESTING,False,7.112,5001
2026-01-02T05:49:28.572489,2,Client2,False,55,0,0.0,RESTING,False,3.983,5002
2026-01-02T05:49:28.572489,2,Client2,False,55,0,0.0,RESTING,False,5.224,5003
2026-01-02T05:49:28.572489,3,Client3,False,68,0,0.0,RESTING,False,3.391,5001
2026-01-02T05:49:28.572489,3,Client3,False,68,0,0.0,RESTING,False,4.171,5002
2026-01-02T05:49:28.572489,3,Client3,False,68,0,0.0,RESTING,False,6.158,5003
2026-01-02T05:49:28.572489,4,Client4,False,210,0,0.0,RESTING,False,1.587,5001
2026-01-02T05:49:28.572489,4,Client4,False,210,0,0.0,RESTING,False,1.008,5002
2026-01-02T05:49:28.572489,4,Client4,False,210,0,0.0,RESTING,False,1.731,5003
2026-01-02T05:49:28.572489,4,Client4,False,210,0,0.0,RESTING,True,1.457,5004
2026-01-02T05:49:29.572489,1,Client1,True,100,0,1.0,INJURY_RECOVERY,False,3.377,5001
2026-01-02T05:49:29.572489,1,Client1,True,100,0,1.0,INJURY_RECOVERY,False,2.559,5002
2026-01-02T05:49:29.572489,1,Client1,True,100,0,1.0,INJURY_RECOVERY,False,4.713,5003
2026-01-02T05:49:29.572489,2,Client2,False,69,0,1.0,RESTING,False,3.258,5001
2026-01-02T05:49:29.572489,2,Client2,False,69,0,1.0,RESTING,False,4.065,5002
2026-01-02T05:49:29.572489,2,Client2,False,69,0,1.0,RESTING,False,4.299,5003
2026-01-02T05:49:29.572489,3,Client3,False,68,0,1.0,RESTING,False,5.696,5001
2026-01-02T05:49:29.572489,3,Client3,False,68,0,1.0,RESTING,False,3.711,5002
2026-01-02T05:49:29.572489,3,Client3,False,68,0,1.0,RESTING,False,5.937,5003
2026-01-02T05:49:29.572489,4,Client4,False,79,0,1.0,RESTING,False,4.297,5001
2026-01-02T05:49:29.572489,4,Client4,False,79,0,1.0,RESTING,False,4.998,5002
2026-01-02T05:49:29.572489,4,Client4,False,79,0,1.0,RESTING,False,6.265,5003
2026-01-02T05:49:30.572489,1,Client1,True,80,1,2.0,INJURY_RECOVERY,False,1.634,5001
2026-01-02T05:49:30.572489,1,Client1,True,80,1,2.0,INJURY_RECOVERY,False,2.276,5002
2026-01-02T05:49:30.572489,1,Client1,True,80,1,2.0,INJURY_RECOVERY,False,2.326,5003
2026-01-02T05:49:30.572489,2,Client2,False,203,0,2.0,RESTING,False,1.02,5001
2026-01-02T05:49:30.572489,2,Client2,False,203,0,2.0,RESTING,False,2.07,5002
2026-01-02T05:49:30.572489,2,Client2,False,203,0,2.0,RESTING,False,1.903,5003
2026-01-02T05:49:30.572489,2,Client2,False,203,0,2.0,RESTING,True,1.793,5004
2026-01-02T05:49:30.572489,3,Client3,False,75,0,2.0,RESTING,False,2.664,5001
2026-01-02T05:49:30.572489,3,Client3,False,75,0,2.0,RESTING,False,5.37,5002
2026-01-02T05:49:30.572489,3,Client3,False,75,0,2.0,RESTING,False,4.453,5003
2026-01-02T05:49:30.572489,4,Client4,False,67,0,2.0,RESTING,False,5.286,5001
2026-01-02T05:49:30.572489,4,Client4,False,67,0,2.0,RESTING,False,5.105,5002
2026-01-02T05:49:30.572489,4,Client4,False,67,0,2.0,RESTING,False,6.588,5003
2026-01-02T05:49:31.572489,1,Client1,True,95,1,3.0,INJURY_RECOVERY,False,2.28,5001
2026-01-02T05:49:31.572489,1,Client1,True,95,1,3.0,INJURY_RECOVERY,False,2.411,5002
2026-01-02T05:49:31.572489,1,Client1,True,95,1,3.0,INJURY_RECOVERY,False,2.37,5003
2026-01-02T05:49:31.572489,2,Client2,False,72,0,3.0,RESTING,False,5.175,5001
2026-01-02T05:49:31.572489,2,Client2,False,72,0,3.0,RESTING,False,2.827,5002
2026-01-02T05:49:31.572489,2,Client2,False,72,0,3.0,RESTING,False,2.659,5003
2026-01-02T05:49:31.572489,3,Client3,False,66,0,3.0,RESTING,False,4.596,5001
2026-01-02T05:49:31.572489,3,Client3,False,66,0,3.0,RESTING,False,5.77,5002
2026-01-02T05:49:31.572489,3,Client3,False,66,0,3.0,RESTING,False,5.534,5003
2026-01-02T05:49:31.572489,4,Client4,False,61,0,3.0,RESTING,False,3.924,5001
2026-01-02T05:49:31.572489,4,Client4,False,61,0,3.0,RESTING,False,2.856,5002
2026-01-02T05:49:31.572489,4,Client4,False,61,0,3.0,RESTING,False,6.38,5003
2026-01-02T05:49:32.572489,1,Client1,True,94,2,4.0,INJURY_RECOVERY,False,4.084,5001
2026-01-02T05:49:32.572489,1,Client1,True,94,2,4.0,INJURY_RECOVERY,False,1.929,5002
2026-01-02T05:49:32.572489,1,Client1,True,94,2,4.0,INJURY_RECOVERY,False,2.528,5003
2026-01-02T05:49:32.572489,2,Client2,False,78,0,4.0,RESTING,False,4.139,5001
2026-01-02T05:49:32.572489,2,Client2,False,78,0,4.0,RESTING,False,6.122,5002
2026-01-02T05:49:32.572489,2,Client2,False,78,0,4.0,RESTING,False,2.706,5003
2026-01-02T05:49:32.572489,3,Client3,False,71,0,4.0,RESTING,False,2.937,5001
2026-01-02T05:49:32.572489,3,Client3,False,71,0,4.0,RESTING,False,1.374,5002
