timestamp,client_id,client_name,is_priority,heart_rate,steps,workout_duration,activity_state,is_emergency,latency_ms,port
2026-01-02T05:49:04.581324,1,Client1,True,83,0,0.0,INJURY_RECOVERY,False,1.936,5001
2026-01-02T05:49:04.581324,1,Client1,True,83,0,0.0,INJURY_RECOVERY,False,2.375,5002
2026-01-02T05:49:04.581324,1,Client1,True,83,0,0.0,INJURY_RECOVERY,False,2.0,5003
2026-01-02T05:49:04.581324,2,Client2,False,69,0,0.0,RESTING,False,4.193,5001
2026-01-02T05:49:04.581324,2,Client2,False,69,0,0.0,RESTING,False,3.263,5002
2026-01-02T05:49:04.581324,2,Client2,False,69,0,0.0,RESTING,False,4.456,5003
2026-01-02T05:49:04.581324,3,Client3,False,71,0,0.0,RESTING,False,5.795,5001
2026-01-02T05:49:04.581324,3,Client3,False,71,0,0.0,RESTING,False,5.696,5002
2026-01-02T05:49:04.581324,3,Client3,False,71,0,0.0,RESTING,False,4.218,5003
2026-01-02T05:49:04.581324,4,Client4,False,76,0,0.0,RESTING,False,2.881,5001
2026-01-02T05:49:04.581324,4,Client4,False,76,0,0.0,RESTING,False,6.233,5002
2026-01-02T05:49:04.581324,4,Client4,False,76,0,0.0,RESTING,False,7.391,5003
2026-01-02T05:49:05.581324,1,Client1,True,99,0,1.0,INJURY_RECOVERY,False,2.679,5001
2026-01-02T05:49:05.581324,1,Client1,True,99,0,1.0,INJURY_RECOVERY,False,0.968,5002
2026-01-02T05:49:05.581324,1,Client1,True,99,0,1.0,INJURY_RECOVERY,False,2.918,5003
2026-01-02T05:49:05.581324,2,Client2,False,70,0,1.0,RESTING,False,5.023,5001
2026-01-02T05:49:05.581324,2,Client2,False,70,0,1.0,RESTING,False,3.237,5002
2026-01-02T05:49:05.581324,2,Client2,False,70,0,1.0,RESTING,False,1.686,5003
2026-01-02T05:49:05.581324,3,Client3,False,71,0,1.0,RESTING,False,4.69,5001
2026-01-02T05:49:05.581324,3,Client3,False,71,0,1.0,RESTING,False,8.638,5002
2026-01-02T05:49:05.581324,3,Client3,False,71,0,1.0,RESTING,False,6.343,5003
2026-01-02T05:49:05.581324,4,Client4,False,67,0,1.0,RESTING,False,4.974,5001
2026-01-02T05:49:05.581324,4,Client4,False,67,0,1.0,RESTING,False,3.312,5002
2026-01-02T05:49:05.581324,4,Client4,False,67,0,1.0,RESTING,False,7.354,5003
2026-01-02T05:49:06.581324,1,Client1,True,97,0,2.0,INJURY_RECOVERY,False,3.602,5001
2026-01-02T05:49:06.581324,1,Client1,True,97,0,2.0,INJURY_RECOVERY,False,2.13,5002
2026-01-02T05:49:06.581324,1,Client1,True,97,0,2.0,INJURY_RECOVERY,False,1.989,5003
2026-01-02T05:49:06.581324,2,Client2,False,61,0,2.0,RESTING,False,3.812,5001
2026-01-02T05:49:06.581324,2,Client2,False,61,0,2.0,RESTING,False,4.615,5002
2026-01-02T05:49:06.581324,2,Client2,False,61,0,2.0,RESTING,False,6.283,5003
2026-01-02T05:49:06.581324,3,Client3,False,63,0,2.0,RESTING,False,6.003,5001
2026-01-02T05:49:06.581324,3,Client3,False,63,0,2.0,RESTING,False,4.217,5002
2026-01-02T05:49:06.581324,3,Client3,False,63,0,2.0,RESTING,False,5.675,5003
2026-01-02T05:49:06.581324,4,Client4,False,70,0,2.0,RESTING,False,4.188,5001
2026-01-02T05:49:06.581324,4,Client4,False,70,0,2.0,RESTING,False,2.951,5002
2026-01-02T05:49:06.581324,4,Client4,False,70,0,2.0,RESTING,False,5.354,5003
2026-01-02T05:49:07.581324,1,Client1,True,181,1,3.0,INJURY_RECOVERY,False,1.704,5001
2026-01-02T05:49:07.581324,1,Client1,True,181,1,3.0,INJURY_RECOVERY,False,1.482,5002
2026-01-02T05:49:07.581324,1,Client1,True,181,1,3.0,INJURY_RECOVERY,False,0.744,5003
2026-01-02T05:49:07.581324,1,Client1,True,181,1,3.0,INJURY_RECOVERY,True,1.729,5004
2026-01-02T05:49:07.581324,2,Client2,False,75,0,3.0,RESTING,False,5.19,5001
2026-01-02T05:49:07.581324,2,Client2,False,75,0,3.0,RESTING,False,5.839,5002
2026-01-02T05:49:07.581324,2,Client2,False,75,0,3.0,RESTING,False,5.697,5003
2026-01-02T05:49:07.581324,3,Client3,False,73,0,3.0,RESTING,False,5.102,5001
2026-01-02T05:49:07.581324,3,Client3,False,73,0,3.0,RESTING,False,5.87,5002
2026-01-02T05:49:07.581324,3,Client3,False,73,0,3.0,RESTING,False,6.423,5003
2026-01-02T05:49:07.581324,4,Client4,False,73,0,3.0,RESTING,False,3.875,5001
2026-01-02T05:49:07.581324,4,Client4,False,73,0,3.0,RESTING,False,6.965,5002
2026-01-02T05:49:07.581324,4,Client4,False,73,0,3.0,RESTING,False,7.358,5003
2026-01-02T05:49:08.581324,1,Client1,True,76,1,4.0,INJURY_RECOVERY,False,3.101,5001
2026-01-02T05:49:08.581324,1,Client1,True,76,1,4.0,INJURY_RECOVERY,False,2.756,5002
2026-01-02T05:49:08.581324,1,Client1,True,76,1,4.0,INJURY_RECOVERY,False,2.548,5003
2026-01-02T05:49:08.581324,2,Client2,False,65,0,4.0,RESTING,False,4.227,5001
2026-01-02T05:49:08.581324,2,Client2,False,65,0,4.0,RESTING,False,3.539,5002
2026-01-02T05:49:08.581324,2,Client2,False,65,0,4.0,RESTING,False,1.907,5003
2026-01-02T05:49:08.581324,3,Client3,False,56,0,4.0,RESTING,False,5.133,5001
2026-01-02T05:49:08.581324,3,Client3,False,56,0,4.0,RESTING,False,5.804,5002
2026-01-02T05:49:08.581324,3,Client3,False,56,0,4.0,RESTING,False,6.568,5003
2026-01-02T05:49:08.581324,4,Client4,False,70,0,4.0,RESTING,False,4.559,5001
2026-01-02T05:49:08.581324,4,Client4,False,70,0,4.0,RESTING,False,3.705,5002
2026-01-02T05:49:08.581324,4,Client4,False,70,0,4.0,RESTING,False,6.589,5003
2026-01-02T05:49:09.581324,1,Client1,True,87,2,5.0,INJURY_RECOVERY,False,2.245,5001
2026-01-02T05:49:09.581324,1,Client1,True,87,2,5.0,INJURY_RECOVERY,False,2.864,5002
2026-01-02T05:49:09.581324,1,Client1,True,87,2,5.0,INJURY_RECOVERY,False,1.34,5003
2026-01-02T05:49:09.581324,2,Client2,False,65,0,5.0,RESTING,False,3.251,5001
2026-01-02T05:49:09.581324,2,Client2,False,65,0,5.0,RESTING,False,5.429,5002
2026-01-02T05:49:09.581324,2,Client2,False,65,0,5.0,RESTING,False,4.691,5003
2026-01-02T05:49:09.581324,3,Client3,False,71,0,5.0,RESTING,False,4.822,5001
